activation,layers,width,mse,train_time_sec
tanh,7,18,0.012135571837871388,8.866358995437622
tanh,7,19,0.23051543844962535,9.497044086456299
tanh,7,20,0.0039290737039825935,9.234854221343994
tanh,7,21,0.007068107813915643,9.663031101226807
tanh,8,1,0.4012140409938064,4.202192306518555
tanh,8,2,1.8478213830563945,5.335992813110352
tanh,8,3,0.7260566702618038,6.706451892852783
tanh,8,4,0.27428516756996685,6.0387420654296875
tanh,8,5,0.02197225803580705,7.0932090282440186
tanh,8,6,0.023162018590131513,6.695914030075073
tanh,8,7,0.039315404354751775,6.817063331604004
tanh,8,8,0.4064442560420236,6.933763027191162
tanh,8,9,0.35917221934279175,7.678861141204834
tanh,8,10,0.04415391662197326,8.025198936462402
tanh,8,11,0.011560021394682348,8.450445652008057
tanh,8,12,0.017947634306944404,8.48898720741272
tanh,8,13,0.00592167868172951,8.83489990234375
tanh,8,14,0.007227758053624046,9.278457641601562
tanh,8,15,0.010559345130456498,9.133468866348267
tanh,8,16,0.02659272537081977,8.980422735214233
tanh,8,17,0.00522852192549206,9.9234459400177
tanh,8,18,0.009746072312302376,10.131515264511108
tanh,8,19,0.023051780343342574,10.301283121109009
tanh,8,20,0.09903529456587327,10.720433950424194
tanh,8,21,0.014319475432591555,10.66280722618103
tanh,9,1,0.24502120918216228,4.5599119663238525
tanh,9,2,0.2450258022349295,5.829164743423462
tanh,9,3,0.18435813832724984,7.4201438426971436
tanh,9,4,1.1302565591451248,6.743058204650879
tanh,9,5,0.42927042158101775,7.991460084915161
tanh,9,6,0.8409547885517304,7.366300821304321
tanh,9,7,0.16534880955435385,7.691363096237183
tanh,9,8,0.2999531251791305,7.755369186401367
tanh,9,9,0.35110126074986264,8.710393905639648
tanh,9,10,0.02907824401233331,9.113719940185547
tanh,9,11,0.02539145409911946,9.551109790802002
tanh,9,12,0.01855285631018736,9.788529872894287
tanh,9,13,0.22060381817844704,9.926506996154785
tanh,9,14,0.011781092722720573,10.373424053192139
tanh,9,15,0.017805647678524838,10.309086084365845
tanh,9,16,0.3051109998305316,10.17700982093811
tanh,9,17,0.013494006394042557,11.447774887084961
tanh,9,18,0.01220922557251957,11.600522994995117
tanh,9,19,0.006375492038902592,11.611048936843872
tanh,9,20,0.3204143532244179,11.70173168182373
tanh,9,21,0.005300437290213163,12.082046031951904
tanh,10,1,0.34926437427965595,5.09282922744751
tanh,10,2,0.4949484911462146,6.47494912147522
tanh,10,3,1.119038736393047,8.31544303894043
tanh,10,4,0.21218981943283483,7.393309116363525
tanh,10,5,0.30472442376435077,8.796347856521606
tanh,10,6,0.05231405188634014,8.15769910812378
tanh,10,7,0.6727535723615043,8.316042184829712
tanh,10,8,0.08230447193605009,8.452707767486572
tanh,10,9,0.27166287970707415,9.621686935424805
tanh,10,10,0.14388013819820303,10.131659030914307
tanh,10,11,0.2609223335367775,10.580958127975464
tanh,10,12,0.11516171080211084,10.704304218292236
tanh,10,13,0.034498508671554316,11.057915925979614
tanh,10,14,0.03137764027609863,11.307451963424683
tanh,10,15,0.07913401187986435,11.690268754959106
tanh,10,16,0.032921018238017276,11.162302017211914
tanh,10,17,0.13565238808028943,12.627626895904541
tanh,10,18,0.011425773812529925,12.846783876419067
tanh,10,19,0.016804684635099657,13.459213018417358
tanh,10,20,0.009707784498530927,13.285025119781494
tanh,10,21,0.03276430808379183,13.732413291931152
relu,1,1,0.24491111322040374,0.88031005859375
relu,1,2,0.24631511222057226,1.0118610858917236
relu,1,3,0.24358634570930363,1.0273010730743408
relu,1,4,0.2450157499052601,0.9653007984161377
relu,1,5,0.24502463420069867,1.0276129245758057
relu,1,6,0.24527649815192898,1.056926965713501
relu,1,7,0.24495784524705042,1.0951497554779053
relu,1,8,0.2446855659168371,1.045212984085083
relu,1,9,0.24464034061673015,1.1220698356628418
relu,1,10,0.24504686801882514,1.1359939575195312
relu,1,11,0.2444898574576538,1.1954560279846191
relu,1,12,0.24518779634826066,1.1035499572753906
relu,1,13,0.24543349863278155,1.0844552516937256
relu,1,14,0.2445275903604552,1.0936379432678223
relu,1,15,0.2454512598298581,1.1084709167480469
relu,1,16,0.24446658339573968,1.105997085571289
relu,1,17,0.24512786971047862,1.1889441013336182
relu,1,18,0.24509113241082806,1.1710200309753418
relu,1,19,0.24421716164991072,1.1582441329956055
relu,1,20,0.24483167409769044,1.278088092803955
relu,1,21,0.2456372272881593,1.1893680095672607
relu,2,1,0.24548092792275983,1.2141633033752441
relu,2,2,0.245025,1.378218173980713
relu,2,3,0.244857353405259,1.5156168937683105
relu,2,4,0.24503214950665766,1.384465217590332
relu,2,5,0.245009419508871,1.556701898574829
relu,2,6,0.24430202779897225,1.5108652114868164
relu,2,7,0.24534095749464654,1.5972909927368164
relu,2,8,0.2448481356018202,1.5343310832977295
relu,2,9,0.2449078922970619,1.6895420551300049
relu,2,10,0.24503228544557368,1.6458969116210938
relu,2,11,0.2450354336476098,1.7034878730773926
relu,2,12,0.24484233880901685,1.6617310047149658
relu,2,13,0.2451226861876389,1.6387770175933838
relu,2,14,0.24501233168455502,1.623305320739746
relu,2,15,0.24527451541582104,1.638442039489746
relu,2,16,0.2449236452485572,1.6267082691192627
relu,2,17,0.2455000896363491,1.7368950843811035
relu,2,18,0.24526981199555967,1.707531213760376
relu,2,19,0.24494381285283315,1.720947027206421
relu,2,20,0.24473354000461642,1.7210090160369873
relu,2,21,0.24514030974649112,1.7451391220092773
relu,3,1,0.24502203971819025,1.4879631996154785
relu,3,2,0.24516786820667372,1.7501780986785889
relu,3,3,0.24475099362646666,1.9973130226135254
relu,3,4,0.245088403035371,1.7985668182373047
relu,3,5,0.24502500007807804,2.0656368732452393
relu,3,6,0.24502950313148822,1.9318771362304688
relu,3,7,0.24515578197373375,2.0593342781066895
relu,3,8,0.2450499369261188,1.9773402214050293
relu,3,9,0.24509283996382228,2.0536727905273438
relu,3,10,0.24516037399324955,2.1476521492004395
relu,3,11,0.24548595183759045,2.2858078479766846
relu,3,12,0.24503265757299691,2.1334850788116455
relu,3,13,0.24499660711358776,2.105433225631714
relu,3,14,0.2450068956591083,2.1581711769104004
relu,3,15,0.24506051359875283,2.1477279663085938
relu,3,16,0.2450061096380952,2.1751320362091064
relu,3,17,0.24500491212560582,2.2928860187530518
relu,3,18,0.24518336847831038,2.282275915145874
relu,3,19,0.24501691369571618,2.298375129699707
relu,3,20,0.24520847845577,2.30466628074646
relu,3,21,0.24494684290358595,2.344273805618286
relu,4,1,0.24502765130610915,1.7727370262145996
relu,4,2,0.24502524550045018,2.1175880432128906
relu,4,3,0.2449349305070642,2.4448750019073486
relu,4,4,0.24502500000000021,2.217633008956909
relu,4,5,0.2447368199104519,2.5521509647369385
relu,4,6,0.2450001799905237,2.3735477924346924
relu,4,7,0.245012567215324,2.4761290550231934
relu,4,8,0.24502844135315732,2.4209187030792236
relu,4,9,0.245025,2.5630760192871094
relu,4,10,0.24504621539154772,2.5987331867218018
relu,4,11,0.24502238031978776,2.7598421573638916
relu,4,12,0.2450028719943514,2.644752025604248
relu,4,13,0.24497994958491318,2.6573050022125244
relu,4,14,0.2450102061177155,2.709031820297241
relu,4,15,0.24511300606983177,2.702347993850708
relu,4,16,0.2449073553339547,2.587491035461426
relu,4,17,0.2449848678776249,2.8779871463775635
relu,4,18,0.24505792004443241,2.984121084213257
relu,4,19,0.2450167006001678,3.037100076675415
relu,4,20,0.2450053222158555,2.923248291015625
relu,4,21,0.24504830140168102,3.111643075942993
relu,5,1,0.2450250000024016,2.034868001937866
relu,5,2,0.2450261464022374,2.5074570178985596
relu,5,3,0.245025,2.9339599609375
relu,5,4,0.24501342100745455,2.5584311485290527
relu,5,5,0.24501352903976595,3.038238048553467
relu,5,6,0.24502950049831185,2.7644760608673096
relu,5,7,0.24503816926911126,2.9021880626678467
relu,5,8,0.245036664638749,2.900984764099121
relu,5,9,0.2450033587972309,3.0584969520568848
relu,5,10,0.24503035235807732,3.0610530376434326
relu,5,11,0.24501765515463012,3.180241823196411
relu,5,12,0.24502542630397592,3.106236219406128
relu,5,13,0.2450665262732939,3.1387271881103516
relu,5,14,0.24504499469465485,3.2336299419403076
relu,5,15,0.24502932065504496,3.2466421127319336
relu,5,16,0.24497275431172302,3.0756516456604004
relu,5,17,0.2450136199915753,3.528541088104248
relu,5,18,0.24502922379626507,3.6491310596466064
relu,5,19,0.24503548921852475,3.6122190952301025
relu,5,20,0.24508020400293554,3.635571241378784
relu,5,21,0.2451263574348133,3.680464267730713
relu,6,1,0.2485120363903417,2.4065589904785156
relu,6,2,0.2450250445770826,2.89524507522583
relu,6,3,0.24505214964684874,3.4061708450317383
relu,6,4,0.24502665293042056,2.951246738433838
relu,6,5,0.24500524889416947,3.527595043182373
relu,6,6,0.24505101966387005,3.341559886932373
relu,6,7,0.24501743755336838,3.3533380031585693
relu,6,8,0.2450261348157163,3.2718520164489746
relu,6,9,0.24501732132300222,3.528563976287842
relu,6,10,0.24502136467192687,3.594085931777954
relu,6,11,0.24501608975157524,3.7339069843292236
relu,6,12,0.24502681971610318,3.664170026779175
relu,6,13,0.24505850950317545,3.638450860977173
relu,6,14,0.24501960744702647,3.7448530197143555
relu,6,15,0.24502402591144956,3.7297849655151367
relu,6,16,0.2450266774768188,3.6441900730133057
relu,6,17,0.24502127529457968,4.096579074859619
relu,6,18,0.24501859214453744,4.124746799468994
relu,6,19,0.24502891197404564,4.191639184951782
relu,6,20,0.24502239514454377,4.182605981826782
relu,6,21,0.24502981613084293,4.226345062255859
relu,7,1,0.2450250000037086,2.681615114212036
relu,7,2,0.2450250032104128,3.241459846496582
relu,7,3,0.245025,3.8278861045837402
relu,7,4,0.24503531534171963,3.33371901512146
relu,7,5,0.24503208342968327,4.004382848739624
relu,7,6,0.2450234391629237,3.6325509548187256
relu,7,7,0.24506982623646653,3.7664361000061035
relu,7,8,0.2450243797421683,3.6683011054992676
relu,7,9,0.24501367961768727,4.044170141220093
relu,7,10,0.2450095386737417,4.093156099319458
relu,7,11,0.24501329146902248,4.285233974456787
relu,7,12,0.245024427256739,4.1397833824157715
relu,7,13,0.2450235166692229,4.2344372272491455
relu,7,14,0.2450261800313705,4.303131103515625
relu,7,15,0.24502859702473934,4.344151020050049
relu,7,16,0.24502450582718147,4.149143695831299
relu,7,17,0.24501456835918162,4.674715757369995
relu,7,18,0.24502584060621693,4.733465194702148
relu,7,19,0.2450168713618229,4.802675008773804
relu,7,20,0.2450099873085228,4.729163885116577
relu,7,21,0.24506732438178186,4.844437837600708
relu,8,1,0.24502500000164223,2.8457720279693604
relu,8,2,0.245025,3.613142967224121
relu,8,3,0.24502503053809105,4.3440892696380615
relu,8,4,0.24502505424000878,3.759237051010132
relu,8,5,0.245025,4.480178356170654
relu,8,6,0.2450263752605163,4.06971287727356
relu,8,7,0.24503175475073216,4.291291236877441
relu,8,8,0.24503244787991893,4.074940204620361
relu,8,9,0.24502126482031167,4.4466071128845215
relu,8,10,0.24502296189644598,4.519347190856934
relu,8,11,0.24502092440173714,4.727832794189453
relu,8,12,0.24502583146725218,4.6310951709747314
relu,8,13,0.24502717176165048,4.768425941467285
relu,8,14,0.24501852021591186,4.841192007064819
relu,8,15,0.24502626187921578,4.914036989212036
relu,8,16,0.24501384082997246,4.7020790576934814
relu,8,17,0.24502877653307473,5.304004192352295
relu,8,18,0.24502469285188153,5.224515199661255
relu,8,19,0.24502179670759364,5.316473722457886
relu,8,20,0.2450245921421369,5.316007137298584
relu,8,21,0.24502463825128507,5.453984022140503
relu,9,1,0.24503022360203827,3.1525261402130127
relu,9,2,0.2450250353456435,3.9911651611328125
relu,9,3,0.24502500000000035,4.767905950546265
relu,9,4,0.24502500000000035,4.126162052154541
relu,9,5,0.24502500056908585,4.980935096740723
relu,9,6,0.24504183474106545,4.469070911407471
relu,9,7,0.24502518377641463,4.617419719696045
relu,9,8,0.245078378559687,4.552076816558838
relu,9,9,0.2450314170602042,4.895387887954712
relu,9,10,0.2450249939766371,5.062702178955078
relu,9,11,0.2450249339598905,5.195081949234009
relu,9,12,0.24502785963525844,5.101605176925659
relu,9,13,0.24502553976911823,5.2726099491119385
relu,9,14,0.24502586036868587,5.321419954299927
relu,9,15,0.24503035549345706,5.436391115188599
relu,9,16,0.24502469707105975,5.1489527225494385
relu,9,17,0.2450242664219316,5.79666805267334
relu,9,18,0.24502625877536993,5.832338809967041
relu,9,19,0.24502560876816773,5.886771202087402
relu,9,20,0.2450241124193848,5.969873905181885
relu,9,21,0.24502688335940542,6.098078012466431
relu,10,1,0.2450250000000888,3.4017457962036133
relu,10,2,0.24503233848117734,4.35544490814209
relu,10,3,0.245025,5.291682004928589
relu,10,4,0.2450250000000035,4.492610931396484
relu,10,5,0.24501868969411217,5.4564690589904785
relu,10,6,0.24502500009232914,4.911623954772949
relu,10,7,0.2448551504947911,5.066524028778076
relu,10,8,0.2450253383738878,4.991998195648193
relu,10,9,0.24502500000000005,5.311550140380859
relu,10,10,0.24502443270419316,5.470894813537598
relu,10,11,0.2450240017988135,5.762772083282471
relu,10,12,0.2450274277573721,5.595453262329102
relu,10,13,0.24502505171846437,5.725006818771362
relu,10,14,0.24502578897457275,5.784817934036255
relu,10,15,0.24502414043823947,5.884568214416504
relu,10,16,0.24502509896061,5.690632104873657
relu,10,17,0.24502577286215804,6.344101905822754
relu,10,18,0.24502408838357032,6.587388038635254
relu,10,19,0.24502466959382121,6.493768215179443
relu,10,20,0.24503306353458892,6.6162848472595215
relu,10,21,0.24502748220986878,6.811992883682251
