n_interior,n_boundary,mse,train_time_sec
60,110,0.1654190355209338,4.452852964401245
60,120,0.3246492339574234,4.348201036453247
60,130,0.6700485264693974,4.299156904220581
60,140,0.028827254538574102,4.319639205932617
60,150,0.14029482103157867,4.3676769733428955
60,160,0.14281561157891232,4.3717169761657715
60,170,0.1384886873985552,4.319911956787109
60,180,0.0820585805082289,4.398766040802002
60,190,0.2611202441971502,4.36598801612854
60,200,0.02684909288920834,4.429686069488525
60,210,0.10514961406332543,4.401983976364136
60,220,0.1691027400213895,5.0522401332855225
60,230,0.13138701532947353,4.903017997741699
60,240,0.3892633738623078,4.5449652671813965
60,250,0.5235409090540628,4.452242136001587
60,260,0.1447100564357211,4.454256772994995
60,270,0.011414096410444904,4.434974193572998
60,280,0.11110956265046802,4.462466239929199
60,290,0.21553488201653026,4.466086149215698
60,300,0.24550913380154657,4.425812244415283
60,310,0.004339562152487779,4.4930338859558105
60,320,0.30683781077606187,4.45203709602356
60,330,0.2583364642733609,4.456834077835083
60,340,0.058533067249958756,4.438198089599609
60,350,0.1958866922166322,4.497844219207764
60,360,0.15484846825178342,4.582089900970459
60,370,0.18693825763013433,4.500737190246582
60,380,0.09545177073992761,4.587200880050659
60,390,0.031848313558836,4.5093138217926025
80,10,1.0613563112242133,4.32668399810791
80,20,0.40636054030985663,4.285981893539429
80,30,0.13315092930453337,4.288408041000366
80,40,0.06346363380754008,4.322352886199951
80,50,0.019793207702410495,4.3505918979644775
80,60,0.006922132105686097,4.323319911956787
80,70,0.03131820386927211,4.319260835647583
80,80,0.11531785047237647,4.410287141799927
80,90,0.05036151762219605,4.3413591384887695
80,100,0.11950026148321558,4.379487037658691
80,110,0.008423798798954486,4.340455055236816
80,120,0.11298498056032058,4.389634132385254
80,130,0.13060540439327906,4.446943998336792
80,140,0.035469856550706676,4.384788990020752
80,150,0.18532329198666508,4.420740842819214
80,160,0.004085076766980039,4.442958116531372
80,170,0.00533046276288642,4.434518098831177
80,180,0.005093868106072391,4.4359130859375
80,190,0.24232027562329853,4.413157224655151
80,200,0.18188420460695737,4.4230828285217285
80,210,0.004210264507631925,4.4504828453063965
80,220,0.02003381534060006,4.512504816055298
80,230,0.36682941767509114,4.5035719871521
80,240,0.1407099078772805,4.427045106887817
80,250,0.2594422501481236,4.486546993255615
80,260,0.003921453726573997,4.523948907852173
80,270,0.06322137813270015,4.559244155883789
80,280,0.18729165807698758,4.509074926376343
80,290,0.133106456819322,4.513407945632935
80,300,0.4497914656107156,4.550673961639404
80,310,0.03015201864816575,4.537712097167969
80,320,0.31552797944991073,4.547379970550537
80,330,0.2047074090705711,4.605434894561768
80,340,0.06192123491957986,4.556654930114746
80,350,0.395615293249301,4.607373952865601
80,360,0.326930316644696,4.515481948852539
80,370,0.13697396437264167,4.53525710105896
80,380,0.07731754695260164,4.557704210281372
80,390,0.09452427139356977,4.57201886177063
100,10,1.122417211208764,4.582924842834473
100,20,0.005217885315011127,4.503596782684326
100,30,0.04284558094043803,665.9552283287048
100,40,0.002522566995565306,4.714014053344727
100,50,0.01204065158195293,4.733548641204834
100,60,0.15930599520249128,4.621078014373779
100,70,0.1564215152703093,4.79118800163269
100,80,0.0036914619783970865,4.736562967300415
100,90,0.0045072971271241154,4.585563898086548
100,100,0.16427719923578582,4.651856899261475
100,110,0.006441634873379107,4.734337091445923
100,120,0.07618930906677657,4.75245475769043
100,130,0.004949222303211367,4.584183931350708
100,140,0.0014381006585629638,4.971668004989624
100,150,0.07852528003679983,4.704497814178467
100,160,0.10034244197012146,4.81097412109375
100,170,0.004868140848703404,4.584196090698242
100,180,0.21619878155521374,4.641149044036865
100,190,0.002846111977816661,4.719785213470459
100,200,0.006111665542620866,4.67769718170166
100,210,0.01106598881592689,4.6916539669036865
100,220,0.10393072458523483,4.699856758117676
100,230,0.1570003305754515,4.632364988327026
100,240,0.006211826154749342,4.652294158935547
100,250,0.006572002396273165,4.784570932388306
100,260,0.0032008378775596116,4.709913015365601
100,270,0.04476982609305793,5.069256067276001
100,280,0.004973649932425775,4.6907689571380615
100,290,0.012476687929178288,4.7157697677612305
100,300,0.004601224655251863,4.730223894119263
100,310,0.003934581305090172,4.747099876403809
100,320,0.012602746809812021,4.777416944503784
100,330,0.009991002483147791,4.714931964874268
100,340,0.003287130279840341,4.755506992340088
100,350,0.0051502571268718855,4.740749835968018
100,360,0.004266404199771294,4.7666590213775635
100,370,0.00502041648621359,4.759696960449219
100,380,0.007646796686508905,4.850283861160278
100,390,0.004856530984048558,4.879528999328613
120,10,0.9534724888832327,4.525339841842651
120,20,0.0035081204994110576,4.681365013122559
120,30,0.005222712748801046,4.5208399295806885
120,40,0.009263067370803697,4.532480001449585
120,50,0.014208508490957684,4.763992786407471
120,60,0.00883073882066977,4.759150743484497
120,70,0.06579101004584818,4.738107204437256
120,80,0.002315855179420279,4.595444917678833
120,90,0.003556742368206043,4.632535934448242
120,100,0.04021444635627757,4.724228143692017
120,110,0.007704381647925459,4.701413154602051
120,120,0.38314778512179376,4.718400001525879
120,130,0.0025240676262146553,4.6413047313690186
120,140,0.00968626378642888,4.672080755233765
120,150,1.6414186881905029,4.832998275756836
120,160,0.03491424475056072,4.660340070724487
120,170,0.004366629434818466,4.712273836135864
120,180,0.005725067317213619,4.686885833740234
120,190,0.11634244125400706,4.689208984375
120,200,0.017468272696104577,4.840695858001709
120,210,0.0986124429188218,4.736579895019531
120,220,0.0073892788022018666,5.244654655456543
120,230,0.3172716315195062,4.919179677963257
120,240,0.011222799202979255,5.398793935775757
120,250,0.008214606885256113,5.40449595451355
120,260,0.0030667879378012053,4.8666441440582275
120,270,0.04677270125692762,4.788505792617798
120,280,0.0972123788174651,4.786708831787109
120,290,0.03523965085826135,4.794394254684448
120,300,0.0036827293018861264,4.799540042877197
120,310,0.014336039025744589,4.82501482963562
120,320,0.003452207171833476,4.782066822052002
120,330,0.003855600699314543,4.742349147796631
120,340,0.008978366902254236,4.785284042358398
120,350,0.24184280834406854,4.857280015945435
120,360,0.01695669790495929,4.7559428215026855
120,370,0.016812930002157413,4.786988973617554
120,380,0.004146548159199699,4.789095878601074
120,390,0.011229982751361188,4.8159339427948
140,10,1.0207932794588892,4.6236350536346436
140,20,0.006422456228851628,4.785968780517578
140,30,0.002753465025810101,4.610628843307495
140,40,0.004331901910432019,4.654522180557251
140,50,0.010856751217948431,4.652411699295044
140,60,0.006861088472326543,4.644575357437134
140,70,0.005970680249416345,4.661966800689697
140,80,0.006008263414090147,4.644854784011841
140,90,0.1384359606037317,4.629273891448975
140,100,0.004345185074173626,4.662550926208496
140,110,0.009100558399001037,4.663402080535889
140,120,0.003303965177596994,4.637281894683838
140,130,0.003511495416020914,4.720219135284424
140,140,0.6131475640742793,4.684265851974487
140,150,0.01207883136339024,4.694944858551025
140,160,0.004068348116293301,4.686301946640015
140,170,0.005402312141574117,4.728786945343018
140,180,0.01660841034842022,4.7881739139556885
140,190,0.002854767117861787,4.759321212768555
140,200,0.01587723302453445,4.7778167724609375
140,210,0.0177167739323887,4.814832925796509
140,220,0.005711529923028318,4.795398950576782
140,230,0.04452172501898031,4.945178985595703
140,240,0.003257855252029649,4.860273122787476
140,250,0.006525323593123339,4.859631061553955
140,260,0.00507596042936899,4.966805934906006
140,270,0.00939203599877984,4.851535081863403
140,280,0.0029604596493748984,4.754219055175781
140,290,0.0020005183926637493,4.796162128448486
140,300,0.00538453947985944,4.821346998214722
140,310,0.011300611217482591,5.0032148361206055
140,320,0.001739800038010317,4.921872138977051
140,330,0.0033129057264505903,4.803384065628052
140,340,0.007874596618972574,4.9467949867248535
140,350,0.003936944911191899,5.017765760421753
140,360,0.006096206470647703,4.920358180999756
140,370,0.11808068587540825,4.9629480838775635
140,380,0.016139231773104088,4.864126205444336
140,390,0.0023167957717456877,4.900237083435059
160,10,0.3164309100501986,4.912277936935425
160,20,0.009048297183024018,4.714306831359863
160,30,0.012758151549776093,4.756197929382324
160,40,0.0030670584066653105,4.70960807800293
160,50,0.020085698137472626,4.695935964584351
160,60,0.007037790924731488,4.739099979400635
160,70,0.031887431967832995,4.770801067352295
160,80,0.0089275708035513,4.759731769561768
160,90,0.005120217795273561,4.986546039581299
160,100,0.007013064965394896,4.827744007110596
160,110,0.006958994654428797,4.7229602336883545
160,120,0.008944335306595502,4.8148767948150635
160,130,0.004949412414067439,4.705747127532959
160,140,0.018099310368613845,4.76917576789856
160,150,0.00438855506956395,4.737423896789551
160,160,0.004669728035495963,4.774243116378784
160,170,0.01722646678499855,4.7375569343566895
160,180,0.031456448887189105,4.685716867446899
160,190,0.0038901795442235986,4.69267463684082
160,200,0.005166218111254773,4.697334051132202
160,210,0.014301546301853546,4.71245813369751
160,220,0.00874821395055468,5.017225027084351
160,230,0.0010865734263079928,4.83099627494812
160,240,0.0030775997530423107,4.759089946746826
160,250,0.007818574607655955,4.731701135635376
160,260,0.00397695587479129,4.810821294784546
160,270,0.005451299777159784,4.84857702255249
160,280,0.003833946169332127,4.811253070831299
160,290,0.0027036482297853196,4.800031900405884
160,300,0.010499730227637517,4.831537246704102
160,310,0.014889131042680713,4.89151406288147
160,320,0.004426436203209308,4.843111276626587
160,330,0.015176172636910727,4.823719024658203
160,340,0.0034742711789252454,4.897272109985352
160,350,0.003948487930362708,4.918637752532959
160,360,0.0032200016052593796,4.911739826202393
160,370,0.005822887309268107,4.899604082107544
160,380,0.0034437172211052073,4.857867240905762
160,390,0.04346899989325933,4.882226228713989
180,10,0.3992587026421412,4.796945095062256
180,20,0.008113458053304627,4.87795090675354
180,30,0.005960179408879266,4.768049955368042
180,40,0.011342847196205258,4.793609380722046
180,50,0.0026156055228453985,4.869096994400024
180,60,0.00589552680579216,4.831715822219849
180,70,0.004214871020123451,4.8418288230896
180,80,0.0021220765326314143,4.839860916137695
180,90,0.0023050231319770385,4.84309983253479
180,100,0.003777309414820529,4.902117967605591
180,110,0.005098534139685391,4.809870004653931
180,120,0.006065948884079253,4.869497060775757
180,130,0.003948690266223594,4.8450939655303955
180,140,0.008637613623114587,4.839879989624023
180,150,0.005289051839095579,4.900740146636963
180,160,0.002825156100484189,4.832085847854614
180,170,0.015078639543402281,4.909418821334839
180,180,0.007820008475233203,4.9028480052948
180,190,0.003609316164704225,4.917185068130493
180,200,0.006000355194804958,4.89539098739624
180,210,0.0038158357740086728,4.935476064682007
180,220,0.004080545239287156,4.935456991195679
180,230,0.003881114427743406,4.918160915374756
180,240,0.003532317248188653,4.957026243209839
180,250,0.005012617311534126,5.039214134216309
180,260,0.013863058735187552,5.158156156539917
180,270,0.011657762923194698,4.975569248199463
180,280,0.005700638189669971,5.038959980010986
180,290,0.010882702373232668,5.094305038452148
180,300,0.0033897525629249044,5.037519931793213
180,310,0.005113996823482986,5.09418797492981
180,320,0.002049919484951861,5.106343746185303
180,330,0.004750719344073781,5.0939459800720215
180,340,0.004248439175680455,5.1503050327301025
180,350,0.0036061112299962516,5.042418956756592
180,360,0.005804425979818897,5.015116214752197
180,370,0.012516166051404884,5.085768222808838
180,380,0.002498428146883145,5.064704895019531
180,390,0.005973029340159902,5.050811052322388
200,10,0.6776632047167819,5.141526937484741
200,20,0.032675695803722614,5.00180196762085
200,30,0.010409300989248292,5.199860095977783
200,40,0.008791228548023859,5.28039288520813
200,50,0.01773205450553661,5.18683123588562
200,60,0.011172593817311881,5.183017015457153
200,70,0.012935150930400574,5.1562957763671875
200,80,0.030650020792528453,5.160968065261841
200,90,0.01086731968115083,5.166690111160278
200,100,0.003010758091051235,5.1858179569244385
200,110,0.03177821114260175,5.198554754257202
200,120,0.011493787808733856,4.947110176086426
200,130,0.007126216998095487,5.15198016166687
200,140,0.00524861603953694,5.058109998703003
200,150,0.0019159810120536356,5.032848834991455
200,160,0.0024454470251279114,5.1366798877716064
200,170,0.0026897287055576004,5.169589996337891
200,180,0.003822241164758431,5.171711206436157
200,190,0.003696091059448257,5.13210916519165
200,200,0.03787580403907121,5.125593900680542
200,210,0.004057340291977081,5.216162204742432
200,220,0.02367064800128919,5.175015926361084
200,230,0.005434296260826835,5.101913213729858
200,240,0.004656926883874869,5.1158740520477295
200,250,0.003540049948523045,5.1173412799835205
200,260,0.00853639983167307,5.208554983139038
200,270,0.0015264137463100848,5.082120895385742
200,280,0.011892106949602889,5.225915193557739
200,290,0.004286872187224746,5.097308158874512
200,300,0.002937884059298662,5.0875866413116455
200,310,0.0028762396681567765,5.170122146606445
200,320,0.007218355485621166,5.110453128814697
200,330,0.0019321768733586793,5.067217826843262
200,340,0.005912279658739636,5.199969053268433
200,350,0.0038012488961133377,5.052088975906372
200,360,0.005434181628295916,5.1016058921813965
200,370,0.004264174129719632,5.1658220291137695
200,380,0.0035197117092999716,5.244241952896118
200,390,0.01744900547576212,5.174715280532837
220,10,2.0842384912211482,4.918720722198486
220,20,0.005855706787341398,4.871622085571289
220,30,0.0030412132777501723,4.9292590618133545
220,40,0.005685615560505248,4.967797040939331
220,50,0.006456239704295024,4.956524133682251
220,60,0.007386774255804984,4.92833399772644
220,70,0.0075785198833396294,4.924617767333984
220,80,0.00865028722355109,4.954756736755371
220,90,0.007769425839469369,4.9262189865112305
220,100,0.005023898897613479,4.943702936172485
220,110,0.0034226066681793056,5.025787115097046
220,120,0.004832994118645985,5.084362030029297
220,130,0.0036902816728616216,5.014746189117432
220,140,0.002846226559046994,4.9612977504730225
220,150,0.008610762122355883,5.032587766647339
220,160,0.00421686223167262,5.005153179168701
220,170,0.0022328809956172124,5.114722013473511
220,180,0.0039573858858713866,5.079254150390625
220,190,0.005535665043623594,5.07736611366272
220,200,0.004168681188531419,5.058870077133179
220,210,0.003112703041714556,5.166527032852173
220,220,0.0050901885009008154,5.004572868347168
220,230,0.0060659335251674815,5.034146070480347
220,240,0.006208169278521306,5.0764548778533936
220,250,0.0029155970869034404,5.028630971908569
220,260,0.0038194400588875566,5.078789949417114
220,270,0.00296440767187345,5.070137977600098
220,280,0.00510963418122628,5.07714319229126
220,290,0.005808419492959388,5.305011034011841
220,300,0.020115690336190522,5.114362955093384
220,310,0.0024489766741741617,5.098367929458618
220,320,0.010017866442356296,5.145156145095825
220,330,0.0019953049153297073,5.144101142883301
220,340,0.006242307728459772,5.088472127914429
220,350,0.010335474206221863,5.095041751861572
220,360,0.0032989969430619382,5.125533103942871
220,370,0.0034414731323777785,5.228503704071045
220,380,0.00713147075561422,5.412677049636841
220,390,0.004286617129046484,5.237461090087891
240,10,0.3202693262181261,5.41190505027771
240,20,0.012591999887598562,5.3826820850372314
240,30,0.005687928945889107,5.186475992202759
240,40,0.013498103739098826,5.197623014450073
240,50,0.002672729192880468,5.20620322227478
240,60,0.024822305753223868,5.164889097213745
240,70,0.0052554459188511775,5.150659084320068
240,80,0.02989950321457506,5.109107971191406
240,90,0.0061598361154746204,5.147324323654175
240,100,0.012920510188609537,5.211489200592041
240,110,0.004463202228685184,5.21658182144165
240,120,0.005806550461779185,5.202013731002808
240,130,0.01014349913146335,5.231608152389526
240,140,0.008574163533726961,5.223700046539307
240,150,0.028868905418695415,5.231391906738281
240,160,0.004158759200936591,5.291713714599609
240,170,0.016221312866356568,5.224568128585815
240,180,0.003496811797289594,5.381293058395386
240,190,0.01974330306297482,5.270664930343628
240,200,0.003440647763502659,5.29167103767395
240,210,0.006336541224998493,5.342426061630249
240,220,0.0023288023752035857,5.309905052185059
240,230,0.00282130495493896,5.330283164978027
240,240,0.006074061799999105,5.171771287918091
240,250,0.023590339774961864,5.298790216445923
240,260,0.003314034744687587,5.23538875579834
240,270,0.021297795724417697,5.229015111923218
240,280,0.0015522548899257543,5.268374919891357
240,290,0.030448861263990837,5.274289846420288
240,300,0.00787688092280413,5.266789197921753
240,310,0.005212131286773795,5.268199920654297
240,320,0.004662354590104876,5.264697790145874
240,330,0.0033664640584084127,5.338848829269409
240,340,0.001765435079215013,5.284388780593872
240,350,0.0018615039700774908,5.291482210159302
240,360,0.0024407436263890886,5.266822099685669
240,370,0.014798753503346276,5.243567228317261
240,380,0.00711705892241032,5.398179769515991
240,390,0.021488524329707347,5.298208713531494
260,10,13.275895239736318,5.191196918487549
260,20,0.016000939876348434,5.246678829193115
260,30,0.015532304219779473,5.20623517036438
260,40,0.004405220296561169,5.2913079261779785
260,50,0.010274637140445905,5.210455656051636
260,60,0.022142149828665175,5.203157901763916
260,70,0.006954249583473865,5.243546962738037
260,80,0.0032250436363833366,5.342538595199585
260,90,0.004230895942524936,5.261540174484253
260,100,0.015014822212593804,5.185707092285156
260,110,0.01147112297096939,5.303025960922241
260,120,0.003599925166327507,5.391704082489014
260,130,0.0020980523254760476,5.216247797012329
260,140,0.006387493959190616,5.2146172523498535
260,150,0.005409539778607539,5.331135988235474
260,160,0.017742434825361364,5.192826986312866
260,170,0.004526523026540134,5.2082679271698
260,180,0.0014334702877790916,5.238563060760498
260,190,0.007348012689984762,5.2265050411224365
260,200,0.0033264210155390145,5.203531980514526
260,210,0.009995233322769031,5.254961967468262
260,220,0.007744929635164573,5.264486789703369
260,230,0.0036006962937883157,5.271825790405273
260,240,0.0039365449910466425,5.3345301151275635
260,250,0.003180808751653955,5.247920989990234
260,260,0.006157454172833657,5.270660877227783
260,270,0.003459415324973807,5.290385723114014
260,280,0.017469593213380208,5.363363027572632
260,290,0.005521291915181473,5.333971977233887
260,300,0.0027105444927941215,5.3647119998931885
260,310,0.009697528522515134,5.419592380523682
260,320,0.005122917056304675,5.379960060119629
260,330,0.0047928313691973645,5.365192174911499
260,340,0.003897022865135135,5.351866722106934
260,350,0.002301419919450792,5.37060284614563
260,360,0.002679888433771447,5.456593036651611
260,370,0.017540187237812917,5.492182970046997
260,380,0.07394235893860916,5.461901664733887
260,390,0.0023789863957310773,5.424118757247925
280,10,0.31541322481058554,5.199754953384399
280,20,0.010454754878715198,5.126384735107422
280,30,0.005801246269760181,5.155123949050903
280,40,0.018324294259999797,5.187438249588013
280,50,0.004447368649392102,5.246469020843506
280,60,0.015771872700801187,5.20693039894104
280,70,0.006305873759935827,5.121444940567017
280,80,0.002068795325061451,5.145279169082642
280,90,0.0053636441056097595,5.174206972122192
280,100,0.006632007451620504,5.209979057312012
280,110,0.01719418257630329,5.3674468994140625
280,120,0.005220834578789876,5.201239109039307
280,130,0.003917348371093914,5.210035800933838
280,140,0.004775732143136605,5.222048997879028
280,150,0.010514009712270084,5.23750901222229
280,160,0.0011354591984734988,5.304150104522705
280,170,0.004417005767358429,5.268157958984375
280,180,0.005001642407886757,5.267784357070923
280,190,0.005639842050196066,5.2471208572387695
280,200,0.005416209601820173,5.271514892578125
280,210,0.002424139198091669,5.249311208724976
280,220,0.0031430761617092123,5.289938926696777
280,230,0.006330347960454001,5.234673976898193
280,240,0.00517000025473313,5.267140865325928
280,250,0.005427062915797077,5.233114719390869
280,260,0.00668446906504044,5.285703897476196
280,270,0.001678015955674467,5.297796964645386
280,280,0.003187715050134905,5.326174259185791
280,290,0.0024227977347445412,5.300118923187256
280,300,0.005425290968306228,5.288210868835449
280,310,0.005243895599638345,5.313182830810547
280,320,0.0058822661721518454,5.304508924484253
280,330,0.0036351470068140775,5.3556060791015625
280,340,0.006826706424155188,5.331178188323975
280,350,0.0020157931376486326,5.481198072433472
280,360,0.006809907077570297,5.347722053527832
280,370,0.005719855849663366,5.337709188461304
280,380,0.0018613537948446264,5.345185995101929
280,390,0.009614770378960899,5.373534917831421
300,10,0.03357458835637359,5.275798082351685
300,20,0.014193986427826221,5.254285097122192
300,30,0.0021728556234403918,5.286397933959961
300,40,0.007134431642005595,5.245842933654785
300,50,0.0035077625132117142,5.303309917449951
300,60,0.012300609692607328,5.343398094177246
300,70,0.0041542742817779026,5.34972620010376
300,80,0.009439863579932048,5.345165967941284
300,90,0.010065640656009886,5.404305934906006
300,100,0.015443659921342829,5.38990592956543
300,110,0.011974759908549746,5.436161994934082
300,120,0.0017487443663757908,5.4819817543029785
300,130,0.009220243050982449,5.40643835067749
300,140,0.005819365115540036,5.386433839797974
300,150,0.007107592815954223,5.403842210769653
300,160,0.0048227909688501516,5.416154861450195
300,170,0.005162592604143743,5.432594060897827
300,180,0.00807431306524572,5.3904709815979
300,190,0.00585603021667541,5.388508319854736
300,200,0.007108187389995428,5.440691947937012
300,210,0.002731004819967572,5.374993085861206
300,220,0.014399193444241598,5.497218132019043
300,230,0.004380293590129886,5.4353718757629395
300,240,0.0028645708763786796,5.4382429122924805
300,250,0.010206431217380203,5.584537029266357
300,260,0.002883002701359039,5.5630669593811035
300,270,0.004339046101594136,5.526242971420288
300,280,0.0064357625470579565,5.4409825801849365
300,290,0.007990267337783795,5.410346031188965
300,300,0.0025608064627626512,5.4699931144714355
300,310,0.015391920527938368,5.4841530323028564
300,320,0.003343553221608606,5.646261930465698
300,330,0.004966326565434462,5.658959865570068
300,340,0.0010841672493904057,5.6790337562561035
300,350,0.004551987343309629,5.56023097038269
300,360,0.006156480889680741,5.5763208866119385
300,370,0.006332416761228516,5.521881103515625
300,380,0.004183076240719223,5.569461107254028
300,390,0.0017182900752093474,5.5523130893707275
320,10,0.3719108386574653,5.34870982170105
320,20,0.01084069436169439,5.262392044067383
320,30,0.0037495698788738226,5.3778979778289795
320,40,0.004874070290574258,5.3908140659332275
320,50,0.016240236534906517,5.436740875244141
320,60,0.006872753201571848,5.35273003578186
320,70,0.01621373413876966,5.5037150382995605
320,80,0.008058358523700083,5.235903978347778
320,90,0.005626835228386515,5.295115947723389
320,100,0.008498002576303957,5.343286752700806
320,110,0.0022685274972147353,5.29987096786499
320,120,0.007411752501256366,5.2608559131622314
320,130,0.010987547798288604,5.26292610168457
320,140,0.002772877807417835,5.340885877609253
320,150,0.006016107872450144,5.312394142150879
320,160,0.005539143200167472,5.317957162857056
320,170,0.011989924899990859,5.368659973144531
320,180,0.00877077190826717,5.348333120346069
320,190,0.013201656189934411,5.356634140014648
320,200,0.00436218999639483,5.336659908294678
320,210,0.003567423802953195,5.370044946670532
320,220,0.003410091107440239,5.402327060699463
320,230,0.005170464555123555,5.490686893463135
320,240,0.0040753752332728585,5.427357196807861
320,250,0.002564323245231115,5.574294090270996
320,260,0.006671026175426082,5.472349166870117
320,270,0.009512204897836097,5.636221885681152
320,280,0.004587674016253362,5.555342197418213
320,290,0.01255393787464462,5.475332975387573
320,300,0.005165111194480982,5.668857097625732
320,310,0.0026947019272330086,5.544265270233154
320,320,0.00884096629991534,5.519715785980225
320,330,0.0014889567422060096,5.6593310832977295
320,340,0.011070382709768511,5.511440277099609
320,350,0.010134306503524882,5.54432487487793
320,360,0.016730808524570404,5.527276992797852
320,370,0.001394257500672535,5.767023801803589
320,380,0.0022920482692632034,5.532366991043091
320,390,0.018040323875893053,5.6081860065460205
340,10,1.026854815549479,5.469120025634766
340,20,0.010111160537765188,5.47698187828064
340,30,0.008209172757167498,5.50510311126709
340,40,0.018284453926283604,5.496156215667725
340,50,0.0026108126616524946,5.426464080810547
340,60,0.01275403488934724,5.495375871658325
340,70,0.0043750052187316955,5.4301722049713135
340,80,0.004733889105052079,5.46121883392334
340,90,0.00601930999637612,5.649619102478027
340,100,0.05385624820930087,5.5184478759765625
340,110,0.004795377694360853,5.496740818023682
340,120,0.007003225792426679,5.74942684173584
340,130,0.005547087483154209,5.6716530323028564
340,140,0.0017402892165989208,5.605834007263184
340,150,0.008342543769316407,5.658575057983398
340,160,0.004785552949984597,5.527968168258667
340,170,0.02002625303829412,5.496239900588989
340,180,0.0029038909224710367,5.5742480754852295
340,190,0.0215700496669855,5.5296220779418945
340,200,0.0011722296544460318,5.63887619972229
340,210,0.005703919465221662,5.633998155593872
340,220,0.004249120048063639,5.524056911468506
340,230,0.006135099348201185,5.559932231903076
340,240,0.008142332889322713,5.5820982456207275
340,250,0.011145027344768474,5.602829933166504
340,260,0.0037976700963416776,5.5942442417144775
340,270,0.005572104662168459,5.621097087860107
340,280,0.011835749521007093,5.596827983856201
340,290,0.0058950007016579835,5.626073837280273
340,300,0.0027030581325346937,5.765512943267822
340,310,0.0038660939798421112,5.681168794631958
340,320,0.0029431606109277097,5.661106824874878
