activation,layers,width,mse,mse_left,mse_right,train_time_sec
relu,3,16,16.33595496416092,16.30519676208496,0.030758202075958252,3.4663212299346924
relu,3,17,20.21278738975525,16.30519676208496,3.907590627670288,3.398322820663452
relu,3,18,18.579108238220215,16.305198669433594,2.273909568786621,3.4629082679748535
relu,3,19,16.354058627039194,16.30519676208496,0.04886186495423317,3.591547727584839
relu,3,20,17.149223029613495,16.305198669433594,0.8440243601799011,3.478548049926758
relu,4,1,30.17746353149414,16.55652618408203,13.62093734741211,3.7550530433654785
relu,4,2,54.33016014099121,16.7968807220459,37.53327941894531,3.858278751373291
relu,4,3,28.121612548828125,16.556522369384766,11.56509017944336,4.110652923583984
relu,4,4,17.797497272491455,16.443992614746094,1.3535046577453613,4.120307922363281
relu,4,5,28.386013984680176,16.305198669433594,12.080815315246582,3.8877320289611816
relu,4,6,54.28103065490723,16.5565128326416,37.724517822265625,3.9988808631896973
relu,4,7,16.40702313184738,16.30519676208496,0.10182636976242065,4.15017294883728
relu,4,8,21.40692949295044,16.305198669433594,5.101730823516846,3.919677972793579
relu,4,9,19.47185182571411,16.305198669433594,3.1666531562805176,3.967294931411743
relu,4,10,16.516133919358253,16.30519676208496,0.21093715727329254,4.032368183135986
relu,4,11,16.613769739866257,16.305198669433594,0.30857107043266296,4.1433329582214355
relu,4,12,54.03036689758301,16.30519676208496,37.72517013549805,4.059699058532715
relu,4,13,16.31547031365335,16.30519676208496,0.010273551568388939,4.129981994628906
relu,4,14,17.24078917503357,16.30068588256836,0.94010329246521,4.202768802642822
relu,4,15,16.33892535790801,16.305198669433594,0.03372668847441673,4.382490873336792
relu,4,16,18.472492218017578,16.30519676208496,2.167295455932617,4.088970899581909
relu,4,17,16.387714482843876,16.30519676208496,0.08251772075891495,4.125942945480347
relu,4,18,19.99796175956726,16.30519676208496,3.6927649974823,4.129105091094971
relu,4,19,16.402173452079296,16.305198669433594,0.09697478264570236,4.258203983306885
relu,4,20,16.331879990175366,16.30519676208496,0.026683228090405464,4.162414789199829
relu,5,1,28.605207443237305,16.5565242767334,12.048683166503906,4.355950832366943
relu,5,2,54.28172492980957,16.556516647338867,37.7252082824707,4.522452116012573
relu,5,3,54.28381538391113,16.5587215423584,37.725093841552734,4.55527400970459
relu,5,4,54.28176689147949,16.556516647338867,37.725250244140625,4.424685001373291
relu,5,5,54.0304012298584,16.305238723754883,37.725162506103516,4.545098066329956
relu,5,6,21.748887062072754,16.305213928222656,5.443673133850098,4.653747797012329
relu,5,7,18.060277581214905,16.30519676208496,1.7550808191299438,4.7475550174713135
relu,5,8,16.709199875593185,16.305198669433594,0.4040012061595917,4.577382802963257
relu,5,9,16.346258148550987,16.30519676208496,0.041061386466026306,4.68087100982666
relu,5,10,16.987736880779266,16.30519676208496,0.6825401186943054,4.783284902572632
relu,5,11,16.360226199030876,16.30519676208496,0.05502943694591522,4.935420751571655
relu,5,12,16.334069348871708,16.30519676208496,0.02887258678674698,4.725123882293701
relu,5,13,16.536433205008507,16.305198669433594,0.23123453557491302,4.869699001312256
relu,5,14,16.313166019506752,16.305198669433594,0.007967350073158741,5.008988857269287
relu,5,15,16.326579213142395,16.30519676208496,0.021382451057434082,5.08901309967041
relu,5,16,18.34663486480713,16.30519676208496,2.041438102722168,4.855898141860962
relu,5,17,16.346145771443844,16.30519676208496,0.040949009358882904,4.9578492641448975
relu,5,18,20.933351039886475,16.30519676208496,4.628154277801514,4.898979187011719
relu,5,19,16.430165320634842,16.30519676208496,0.12496855854988098,4.895956039428711
relu,5,20,16.377216674387455,16.30519676208496,0.07201991230249405,5.015035152435303
relu,6,1,29.048051834106445,16.5565185546875,12.491533279418945,4.993607759475708
relu,6,2,54.299049377441406,16.57379150390625,37.725257873535156,5.091507911682129
relu,6,3,28.932183265686035,16.305692672729492,12.626490592956543,5.257090091705322
relu,6,4,18.44875705242157,16.773813247680664,1.6749438047409058,5.0714991092681885
relu,6,5,16.523803412914276,16.305198669433594,0.21860474348068237,5.151366949081421
relu,6,6,53.33828926086426,16.30519676208496,37.0330924987793,5.350199222564697
relu,6,7,16.367095984518528,16.305198669433594,0.061897315084934235,5.3878560066223145
relu,6,8,18.510868191719055,16.55687713623047,1.9539910554885864,5.241525888442993
relu,6,9,16.310421540867537,16.30519676208496,0.0052247787825763226,5.465682744979858
relu,6,10,16.34335359185934,16.305198669433594,0.03815492242574692,5.409264087677002
relu,6,11,28.97248363494873,16.305198669433594,12.667284965515137,5.533951997756958
relu,6,12,16.406294494867325,16.30519676208496,0.10109773278236389,5.497672080993652
relu,6,13,16.330803886055946,16.305198669433594,0.0256052166223526,5.551566123962402
relu,6,14,16.545347034931183,16.30519676208496,0.24015027284622192,5.6987669467926025
relu,6,15,16.310824625659734,16.30519676208496,0.005627863574773073,5.96333909034729
relu,6,16,16.369216419756413,16.30519676208496,0.06401965767145157,5.501427888870239
relu,6,17,16.3241670653224,16.30519676208496,0.018970303237438202,5.592050790786743
relu,6,18,16.323512073606253,16.30519676208496,0.018315311521291733,5.67465615272522
relu,6,19,16.381537303328514,16.30519676208496,0.07634054124355316,5.614159822463989
relu,6,20,16.310554886236787,16.305198669433594,0.005356216803193092,5.657678127288818
relu,7,1,28.73238182067871,17.214006423950195,11.518375396728516,5.700289011001587
relu,7,2,54.30480194091797,16.580345153808594,37.724456787109375,5.704224109649658
relu,7,3,54.281864166259766,16.556964874267578,37.72489929199219,5.903825044631958
relu,7,4,18.282405018806458,16.30519676208496,1.9772082567214966,5.745447874069214
relu,7,5,28.69364833831787,16.305198669433594,12.388449668884277,5.878576278686523
relu,7,6,54.030385971069336,16.30519676208496,37.725189208984375,6.018395900726318
relu,7,7,16.607388246804476,16.5565185546875,0.050869692116975784,6.127547025680542
relu,7,8,16.33438684977591,16.305198669433594,0.029188180342316628,5.869510889053345
relu,7,9,16.39328859001398,16.305198669433594,0.08808992058038712,6.066090106964111
relu,7,10,16.382553093135357,16.305198669433594,0.07735442370176315,6.102226972579956
relu,7,11,16.903988242149353,16.30519676208496,0.5987914800643921,6.343092918395996
relu,7,12,16.341799311339855,16.30519676208496,0.03660254925489426,6.682261943817139
relu,7,13,16.3282748516649,16.305198669433594,0.02307618223130703,6.74662709236145
relu,7,14,16.612710535526276,16.30519676208496,0.3075137734413147,6.50846791267395
relu,7,15,16.3184081222862,16.305198669433594,0.013209452852606773,6.8491129875183105
relu,7,16,16.390059798955917,16.30519676208496,0.08486303687095642,6.333492040634155
relu,7,17,16.319738146848977,16.305198669433594,0.014539477415382862,6.319514989852905
relu,7,18,16.318454468622804,16.30519676208496,0.01325770653784275,6.250873804092407
relu,7,19,16.596654564142227,16.30519676208496,0.29145780205726624,6.232473134994507
relu,7,20,16.308255037292838,16.30519676208496,0.003058275207877159,6.344192028045654
relu,8,1,55.03732872009277,17.312097549438477,37.7252311706543,6.303819179534912
relu,8,2,54.26530647277832,16.556520462036133,37.70878601074219,6.81259298324585
relu,8,3,18.31911039352417,16.556516647338867,1.7625937461853027,6.885395050048828
